# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.0 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-01-01T00:00:00.0
# Date end (ISO 8601): 2021-01-02T00:00:00.0
# Latitude (positive North, ISO 19115): 41.9650
# Longitude (positive East, ISO 19115): 12.7954
# Altitude (m): 166.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2021-10-02
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2020-03-13T21:00:00.0/2020-03-13T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-13T22:00:00.0/2020-03-13T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-13T23:00:00.0/2020-03-14T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-14T00:00:00.0/2020-03-14T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-14T01:00:00.0/2020-03-14T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-14T02:00:00.0/2020-03-14T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-14T03:00:00.0/2020-03-14T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-14T04:00:00.0/2020-03-14T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-14T05:00:00.0/2020-03-14T06:00:00.0;41.8561;14.3071;3.2329;11.0743;41.3980;4.5124;0.0000;4.5124;0.0000;1.0000
2020-03-14T06:00:00.0/2020-03-14T07:00:00.0;278.2566;148.3693;75.5537;72.8156;349.7939;17.1326;0.0000;17.1326;0.0000;1.0000
2020-03-14T07:00:00.0/2020-03-14T08:00:00.0;519.1176;341.1208;226.1978;114.9230;594.0862;41.0896;0.0000;41.0896;0.0000;1.0000
2020-03-14T08:00:00.0/2020-03-14T09:00:00.0;722.0494;519.1696;385.6830;133.4866;733.9642;87.2913;0.0000;87.2913;0.0000;1.0000
2020-03-14T09:00:00.0/2020-03-14T10:00:00.0;873.2330;648.4439;493.0165;155.4274;778.2262;169.4158;0.0000;169.4158;0.0000;1.0000
2020-03-14T10:00:00.0/2020-03-14T11:00:00.0;962.3777;716.0343;529.3101;186.7242;758.1309;247.0544;0.0000;247.0544;0.0000;1.0000
2020-03-14T11:00:00.0/2020-03-14T12:00:00.0;983.4236;723.3082;512.6088;210.6994;718.2861;213.2500;0.0000;213.2500;0.0000;1.0000
2020-03-14T12:00:00.0/2020-03-14T13:00:00.0;934.9547;675.5252;462.9130;212.6122;682.1172;166.6143;0.0000;166.6143;0.0000;1.0000
2020-03-14T13:00:00.0/2020-03-14T14:00:00.0;820.2964;575.8574;381.3633;194.4941;639.7809;122.4102;0.0000;122.4102;0.0000;1.0000
2020-03-14T14:00:00.0/2020-03-14T15:00:00.0;647.2875;427.2704;262.7582;164.5122;556.5690;82.1448;0.0000;82.1448;0.0000;1.0000
2020-03-14T15:00:00.0/2020-03-14T16:00:00.0;427.7454;249.3989;132.6990;116.6999;419.5959;53.9309;0.0000;53.9309;0.0000;1.0000
2020-03-14T16:00:00.0/2020-03-14T17:00:00.0;176.6594;77.6376;28.5982;49.0394;185.6735;27.2292;0.0000;27.2292;0.0000;1.0000
2020-03-14T17:00:00.0/2020-03-14T18:00:00.0;3.7573;0.9013;0.0432;0.8581;1.3529;0.2627;0.0000;0.2627;0.0000;1.0000
2020-03-14T18:00:00.0/2020-03-14T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-14T19:00:00.0/2020-03-14T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-14T20:00:00.0/2020-03-14T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-14T21:00:00.0/2020-03-14T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-14T22:00:00.0/2020-03-14T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-14T23:00:00.0/2020-03-15T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-15T00:00:00.0/2020-03-15T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-15T01:00:00.0/2020-03-15T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-15T02:00:00.0/2020-03-15T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-15T03:00:00.0/2020-03-15T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-15T04:00:00.0/2020-03-15T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-15T05:00:00.0/2020-03-15T06:00:00.0;46.2140;18.8546;7.9345;10.9201;100.1278;15.1803;4.3762;10.8040;46.9324;1.0000
2020-03-15T06:00:00.0/2020-03-15T07:00:00.0;285.7187;173.3899;118.3542;55.0356;546.1979;158.5069;112.0040;46.5029;511.8563;1.0000
2020-03-15T07:00:00.0/2020-03-15T08:00:00.0;526.3705;374.5981;296.2858;78.3123;770.1643;340.0459;262.5381;77.5079;690.0839;1.0000
2020-03-15T08:00:00.0/2020-03-15T09:00:00.0;729.0314;555.0110;465.7456;89.2654;878.4000;424.2258;239.0644;185.1614;451.0419;1.0000
2020-03-15T09:00:00.0/2020-03-15T10:00:00.0;879.9010;688.5696;588.9576;99.6121;921.8317;649.3733;547.7577;101.6156;854.3382;1.0000
2020-03-15T10:00:00.0/2020-03-15T11:00:00.0;968.7101;762.8489;650.6000;112.2489;925.1080;744.2640;647.5387;96.7253;920.7337;1.0000
2020-03-15T11:00:00.0/2020-03-15T12:00:00.0;989.4218;775.8350;654.4654;121.3696;911.0522;758.3908;654.1779;104.2129;910.6573;1.0000
2020-03-15T12:00:00.0/2020-03-15T13:00:00.0;940.6436;729.2553;607.2506;122.0047;889.0070;711.1047;606.9424;104.1623;888.5225;1.0000
2020-03-15T13:00:00.0/2020-03-15T14:00:00.0;825.7219;626.5277;512.8718;113.6559;854.7610;606.8472;509.9106;96.9366;849.7657;1.0000
2020-03-15T14:00:00.0/2020-03-15T15:00:00.0;652.5139;473.8977;373.8953;100.0025;786.8611;410.5385;287.7900;122.7485;592.8063;1.0000
2020-03-15T15:00:00.0/2020-03-15T16:00:00.0;432.8508;284.3388;203.0579;81.2809;635.8074;230.5387;133.4864;97.0523;434.2288;1.0000
2020-03-15T16:00:00.0/2020-03-15T17:00:00.0;181.7306;91.1628;47.7925;43.3703;308.4340;80.0802;39.4375;40.6426;232.7069;1.0000
2020-03-15T17:00:00.0/2020-03-15T18:00:00.0;4.6575;1.2185;0.1212;1.0973;3.7049;0.5292;0.0000;0.5292;0.0000;1.0000
2020-03-15T18:00:00.0/2020-03-15T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-15T19:00:00.0/2020-03-15T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-15T20:00:00.0/2020-03-15T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-15T21:00:00.0/2020-03-15T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-15T22:00:00.0/2020-03-15T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-15T23:00:00.0/2020-03-16T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-16T00:00:00.0/2020-03-16T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-16T01:00:00.0/2020-03-16T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-16T02:00:00.0/2020-03-16T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-16T03:00:00.0/2020-03-16T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-16T04:00:00.0/2020-03-16T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-16T05:00:00.0/2020-03-16T06:00:00.0;50.7497;20.3440;7.7924;12.5515;94.0979;16.5646;4.2453;12.3193;43.1071;1.0000
2020-03-16T06:00:00.0/2020-03-16T07:00:00.0;293.1776;174.8588;112.3774;62.4815;504.1842;160.2170;107.1377;53.0793;476.0166;1.0000
2020-03-16T07:00:00.0/2020-03-16T08:00:00.0;533.6059;376.7376;287.1831;89.5545;735.4098;357.4977;284.6421;72.8556;728.6792;1.0000
2020-03-16T08:00:00.0/2020-03-16T09:00:00.0;735.9827;558.5223;457.9482;100.5741;854.8415;537.4664;454.2261;83.2403;847.9623;1.0000
2020-03-16T09:00:00.0/2020-03-16T10:00:00.0;886.5270;696.0533;591.0659;104.9874;917.4039;675.3584;586.4752;88.8832;910.2427;1.0000
2020-03-16T10:00:00.0/2020-03-16T11:00:00.0;974.9922;776.9148;670.3553;106.5595;946.4291;757.4269;665.9146;91.5122;940.1608;1.0000
2020-03-16T11:00:00.0/2020-03-16T12:00:00.0;995.3651;796.0800;691.5158;104.5641;956.3916;776.7394;686.1059;90.6335;948.9056;1.0000
2020-03-16T12:00:00.0/2020-03-16T13:00:00.0;946.2762;750.5699;647.7308;102.8392;942.0572;730.3989;641.6383;88.7607;933.1936;1.0000
2020-03-16T13:00:00.0/2020-03-16T14:00:00.0;831.0938;644.2044;543.4445;100.7598;899.2907;623.0051;537.1068;85.8983;888.7642;1.0000
2020-03-16T14:00:00.0/2020-03-16T15:00:00.0;657.6931;487.5884;394.6765;92.9119;823.5359;466.5418;389.3203;77.2215;812.2903;1.0000
2020-03-16T15:00:00.0/2020-03-16T16:00:00.0;437.9185;295.9250;220.0300;75.8950;682.8116;276.8977;214.1952;62.7025;663.7018;1.0000
2020-03-16T16:00:00.0/2020-03-16T17:00:00.0;186.7760;99.5715;58.4242;41.1473;377.6629;87.6253;49.6419;37.9834;296.4634;1.0000
2020-03-16T17:00:00.0/2020-03-16T18:00:00.0;5.6495;1.6234;0.2785;1.3449;7.9474;0.7567;0.0000;0.7567;0.0000;1.0000
2020-03-16T18:00:00.0/2020-03-16T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-16T19:00:00.0/2020-03-16T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-16T20:00:00.0/2020-03-16T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-16T21:00:00.0/2020-03-16T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-16T22:00:00.0/2020-03-16T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-16T23:00:00.0/2020-03-17T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-17T00:00:00.0/2020-03-17T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-17T01:00:00.0/2020-03-17T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-17T02:00:00.0/2020-03-17T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-17T03:00:00.0/2020-03-17T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-17T04:00:00.0/2020-03-17T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-17T05:00:00.0/2020-03-17T06:00:00.0;55.5574;22.9237;9.3106;13.6132;108.1671;18.7155;5.4520;13.2635;53.7311;1.0000
2020-03-17T06:00:00.0/2020-03-17T07:00:00.0;300.6298;180.2852;116.7255;63.5597;513.4952;161.3657;104.2400;57.1256;458.9322;1.0000
2020-03-17T07:00:00.0/2020-03-17T08:00:00.0;540.8204;378.1955;283.5474;94.6481;716.7899;295.1473;139.2851;155.8622;362.7997;1.0000
2020-03-17T08:00:00.0/2020-03-17T09:00:00.0;742.9003;554.5587;440.8607;113.6979;815.1451;416.6516;164.5293;252.1223;304.3548;1.0000
2020-03-17T09:00:00.0/2020-03-17T10:00:00.0;893.1088;685.0188;551.5974;133.4213;849.7601;517.8732;209.3335;308.5396;322.4497;1.0000
2020-03-17T10:00:00.0/2020-03-17T11:00:00.0;981.2223;757.7756;600.7508;157.0248;842.4693;573.6937;230.4063;343.2874;323.3766;1.0000
2020-03-17T11:00:00.0/2020-03-17T12:00:00.0;1001.2517;769.3255;594.9996;174.3259;817.5757;590.0129;237.9753;352.0376;327.1073;1.0000
2020-03-17T12:00:00.0/2020-03-17T13:00:00.0;951.8516;719.5692;539.1097;180.4595;778.9294;549.6193;214.3031;335.3162;308.9056;1.0000
2020-03-17T13:00:00.0/2020-03-17T14:00:00.0;836.4116;612.1807;438.3677;173.8130;719.9496;472.9501;191.5234;281.4267;316.8039;1.0000
2020-03-17T14:00:00.0/2020-03-17T15:00:00.0;662.8246;455.1010;300.0540;155.0471;619.5885;358.0442;145.0139;213.0303;297.7597;1.0000
2020-03-17T15:00:00.0/2020-03-17T16:00:00.0;442.9483;266.5857;149.2999;117.2858;454.3464;186.2844;31.1519;155.1325;89.5340;1.0000
2020-03-17T16:00:00.0/2020-03-17T17:00:00.0;191.7955;85.2917;31.5127;53.7790;190.9581;62.4379;1.9875;60.4504;11.2308;1.0000
2020-03-17T17:00:00.0/2020-03-17T18:00:00.0;6.7327;1.6765;0.1125;1.5640;3.0292;0.7161;0.0000;0.7161;0.0000;1.0000
2020-03-17T18:00:00.0/2020-03-17T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-17T19:00:00.0/2020-03-17T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-17T20:00:00.0/2020-03-17T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-17T21:00:00.0/2020-03-17T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-17T22:00:00.0/2020-03-17T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-17T23:00:00.0/2020-03-18T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-18T00:00:00.0/2020-03-18T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-18T01:00:00.0/2020-03-18T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-18T02:00:00.0/2020-03-18T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-18T03:00:00.0/2020-03-18T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-18T04:00:00.0/2020-03-18T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-18T05:00:00.0/2020-03-18T06:00:00.0;60.5773;24.8122;9.8826;14.9295;109.1071;20.4545;5.8875;14.5670;55.5396;1.0000
2020-03-18T06:00:00.0/2020-03-18T07:00:00.0;308.0716;184.1331;117.5830;66.5501;505.0827;169.2244;112.5356;56.6888;479.2493;1.0000
2020-03-18T07:00:00.0/2020-03-18T08:00:00.0;548.0107;382.6922;283.6932;98.9990;707.3030;363.9983;282.7592;81.2390;704.6568;1.0000
2020-03-18T08:00:00.0/2020-03-18T09:00:00.0;749.7811;559.8412;441.2425;118.5988;807.8768;540.1118;442.1928;97.9189;809.6102;1.0000
2020-03-18T09:00:00.0/2020-03-18T10:00:00.0;899.6434;693.1127;560.1432;132.9695;855.9201;674.4887;563.7791;110.7096;861.4018;1.0000
2020-03-18T10:00:00.0/2020-03-18T11:00:00.0;987.3977;770.4800;625.5997;144.8804;871.2496;743.3653;607.5400;135.8253;846.6783;1.0000
2020-03-18T11:00:00.0/2020-03-18T12:00:00.0;1007.0799;786.2411;634.0483;152.1927;865.7399;716.0615;497.4929;218.5686;679.3914;1.0000
2020-03-18T12:00:00.0/2020-03-18T13:00:00.0;957.3683;738.3868;584.6306;153.7562;839.4387;676.3071;486.9891;189.3180;699.3792;1.0000
2020-03-18T13:00:00.0/2020-03-18T14:00:00.0;841.6741;631.0667;483.2379;147.8288;788.5076;566.2824;394.6227;171.6597;643.1276;1.0000
2020-03-18T14:00:00.0/2020-03-18T15:00:00.0;667.9078;474.2011;341.5878;132.6134;700.3859;440.7966;322.4713;118.3253;661.8817;1.0000
2020-03-18T15:00:00.0/2020-03-18T16:00:00.0;447.9395;284.9331;182.7108;102.2223;552.3611;236.1638;122.7985;113.3653;368.6158;1.0000
2020-03-18T16:00:00.0/2020-03-18T17:00:00.0;196.7887;96.2812;45.6767;50.6045;278.2580;73.4326;18.4971;54.9355;99.6464;1.0000
2020-03-18T17:00:00.0/2020-03-18T18:00:00.0;7.9062;2.1393;0.2562;1.8831;6.6250;0.9994;0.0000;0.9994;0.0000;1.0000
2020-03-18T18:00:00.0/2020-03-18T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-18T19:00:00.0/2020-03-18T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-18T20:00:00.0/2020-03-18T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-18T21:00:00.0/2020-03-18T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-18T22:00:00.0/2020-03-18T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-18T23:00:00.0/2020-03-19T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-19T00:00:00.0/2020-03-19T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-19T01:00:00.0/2020-03-19T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-19T02:00:00.0/2020-03-19T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-19T03:00:00.0/2020-03-19T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-19T04:00:00.0/2020-03-19T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-19T05:00:00.0/2020-03-19T06:00:00.0;65.8076;27.1012;10.9483;16.1528;116.9293;22.5040;6.6773;15.8267;60.7983;1.0000
2020-03-19T06:00:00.0/2020-03-19T07:00:00.0;315.4994;188.0271;119.2327;68.7943;500.6628;173.1177;114.2970;58.8207;476.1025;1.0000
2020-03-19T07:00:00.0/2020-03-19T08:00:00.0;555.1733;386.3262;283.9913;102.3348;698.5922;367.8401;283.5673;84.2729;697.2177;1.0000
2020-03-19T08:00:00.0/2020-03-19T09:00:00.0;756.6219;563.2228;440.1663;123.0565;798.1869;543.8905;442.3550;101.5355;802.1208;1.0000
2020-03-19T09:00:00.0/2020-03-19T10:00:00.0;906.1281;698.2939;565.0526;133.2413;856.5456;679.9291;568.9880;110.9411;862.4989;1.0000
2020-03-19T10:00:00.0/2020-03-19T11:00:00.0;993.5164;779.3611;644.5703;134.7909;891.5620;762.2130;649.2770;112.9361;898.0764;1.0000
2020-03-19T11:00:00.0/2020-03-19T12:00:00.0;1012.8478;798.8050;667.3432;131.4618;905.5381;781.6161;670.6887;110.9275;910.0717;1.0000
2020-03-19T12:00:00.0/2020-03-19T13:00:00.0;962.8249;752.0595;622.4108;129.6487;888.1268;733.9540;624.6180;109.3360;891.2854;1.0000
2020-03-19T13:00:00.0/2020-03-19T14:00:00.0;846.8802;643.6180;515.3242;128.2938;835.2734;624.3589;516.7651;107.5938;837.5979;1.0000
2020-03-19T14:00:00.0/2020-03-19T15:00:00.0;672.9419;485.6991;366.7609;118.9381;746.1475;466.2527;367.6158;98.6369;747.8282;1.0000
2020-03-19T15:00:00.0/2020-03-19T16:00:00.0;452.8919;294.8800;199.7355;95.1445;597.6453;276.8539;196.8223;80.0316;587.7773;1.0000
2020-03-19T16:00:00.0/2020-03-19T17:00:00.0;201.7552;102.4239;52.5772;49.8467;316.0363;90.9467;44.3005;46.6462;246.7543;1.0000
2020-03-19T17:00:00.0/2020-03-19T18:00:00.0;9.1693;2.6061;0.3884;2.2178;9.8891;1.2592;0.0000;1.2592;0.0000;1.0000
2020-03-19T18:00:00.0/2020-03-19T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-19T19:00:00.0/2020-03-19T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-19T20:00:00.0/2020-03-19T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-19T21:00:00.0/2020-03-19T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-19T22:00:00.0/2020-03-19T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-19T23:00:00.0/2020-03-20T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-20T00:00:00.0/2020-03-20T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-20T01:00:00.0/2020-03-20T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-20T02:00:00.0/2020-03-20T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-20T03:00:00.0/2020-03-20T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-20T04:00:00.0/2020-03-20T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-20T05:00:00.0/2020-03-20T06:00:00.0;71.2212;29.4185;11.5580;17.8605;118.5483;24.5062;7.1870;17.3191;62.9679;1.0000
2020-03-20T06:00:00.0/2020-03-20T07:00:00.0;322.9098;191.1540;117.9788;73.1752;484.5813;163.5879;89.9354;73.6525;375.7207;1.0000
2020-03-20T07:00:00.0/2020-03-20T08:00:00.0;562.3049;387.3999;276.8817;110.5182;672.2061;326.7545;197.1608;129.5936;478.3718;1.0000
2020-03-20T08:00:00.0/2020-03-20T09:00:00.0;763.4200;562.2280;426.6812;135.5468;766.4626;503.9015;343.9386;159.9630;612.8669;1.0000
2020-03-20T09:00:00.0/2020-03-20T10:00:00.0;912.5605;692.5931;535.7476;156.8455;806.2680;674.8092;544.8317;129.9775;819.6812;1.0000
2020-03-20T10:00:00.0/2020-03-20T11:00:00.0;999.5762;766.4897;590.0278;176.4620;810.8480;751.8723;607.7291;144.1432;835.1417;1.0000
2020-03-20T11:00:00.0/2020-03-20T12:00:00.0;1018.5538;778.9246;588.4105;190.5142;793.4755;765.3008;610.7659;154.5349;823.6306;1.0000
